event_type,event_cause,priority,requires_road_closure,zone,junction,start_datetime,end_datetime,latitude,longitude,hour,weekday,is_weekend,time_of_day,duration_minutes,congestion_score,congestion_proxy_label
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-13 20:21:49.175000+00:00,2024-03-13 21:02:55.339789502+00:00,12.9150768,77.6239102,20.0,2.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-14 19:44:27.931000+00:00,2024-02-14 20:25:34.095789502+00:00,12.9929044,77.6612914,19.0,2.0,0,evening_peak,41.102746491666664,11.0,Medium
unplanned,construction,High,False,Unknown,Unknown,2024-02-14 19:46:40.535000+00:00,2024-02-18 03:13:22.813590998+00:00,13.0379671,77.6258529,19.0,2.0,0,evening_peak,4766.704643183333,13.0,Medium
unplanned,pot_holes,High,False,Unknown,Unknown,2024-02-14 19:23:19.895000+00:00,2024-02-29 05:29:35.412198001+00:00,12.95563253,77.71780861,19.0,2.0,0,evening_peak,20766.25861996667,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-14 19:47:38.639000+00:00,2024-02-14 20:28:44.803789502+00:00,12.9931223,77.6611591,19.0,2.0,0,evening_peak,41.102746491666664,11.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-13 20:28:43.642000+00:00,2024-03-13 21:09:49.806789502+00:00,13.0377323,77.5221675,20.0,2.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-14 18:34:24.285000+00:00,2024-02-14 19:15:30.449789502+00:00,13.120385,77.6100183,18.0,2.0,0,evening_peak,41.102746491666664,15.0,High
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-14 20:11:10.169000+00:00,2024-02-14 21:13:19.725408002+00:00,12.907183,77.600723,20.0,2.0,0,night,62.15927346666667,12.0,Medium
unplanned,pot_holes,Low,False,Unknown,Unknown,2024-03-13 21:07:32.373000+00:00,2024-03-24 05:58:59.245110+00:00,13.0496604,77.5077631,21.0,2.0,0,night,14931.4478685,5.0,Low
unplanned,water_logging,Low,False,Unknown,Unknown,2024-02-14 20:36:31.805000+00:00,2024-02-15 23:55:02.879112998+00:00,13.1104781,77.5800625,20.0,2.0,0,night,1638.5179018833333,10.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-13 21:17:45.221000+00:00,2024-03-13 21:30:14.481797+00:00,13.0483814,77.6455068,21.0,2.0,0,night,12.48767995,8.0,Low
planned,protest,Low,True,Unknown,Unknown,2024-03-13 21:17:05.330000+00:00,2024-03-13 21:19:45.999999998+00:00,13.0193149,77.6188821,21.0,2.0,0,night,2.677833333333333,10.0,Medium
unplanned,pot_holes,Low,False,Unknown,Unknown,2024-03-13 21:39:46.831000+00:00,2024-03-22 07:41:59.063387998+00:00,12.8773032,77.6246787,21.0,2.0,0,night,12122.203873133334,5.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-13 19:01:01.329000+00:00,2024-03-13 19:42:07.493789502+00:00,12.9575357,77.5517318,19.0,2.0,0,evening_peak,41.102746491666664,15.0,High
unplanned,road_conditions,Low,False,Unknown,Unknown,2024-03-13 21:38:25.514000+00:00,2024-03-20 07:34:44.842547498+00:00,12.877805,77.6246983,21.0,2.0,0,night,9236.322142458333,7.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-14 21:55:47.834000+00:00,2024-02-14 22:36:53.998789502+00:00,12.9874261,77.5785178,21.0,2.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-14 20:52:21.751000+00:00,2024-02-14 21:20:18.890758+00:00,12.907229,77.6007892,20.0,2.0,0,night,27.9523293,12.0,Medium
planned,construction,High,False,Unknown,Unknown,2024-02-14 20:55:40.234000+00:00,2024-02-15 10:05:46+00:00,12.9697571,77.7004934,20.0,2.0,0,night,790.0961000000001,10.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-14 20:38:15.130000+00:00,2024-02-14 21:41:43.181081998+00:00,12.9363562,77.7053961,20.0,2.0,0,night,63.467518033333334,8.0,Low
unplanned,road_conditions,High,True,Unknown,Unknown,2024-02-14 20:46:31.187000+00:00,2024-02-21 06:42:50.515547498+00:00,12.9554921,77.6894413,20.0,2.0,0,night,9236.322142458333,16.0,High
unplanned,construction,Low,False,Unknown,Unknown,2024-02-14 21:38:44.640000+00:00,2024-02-15 08:03:00.058714002+00:00,12.9098753,77.54994617,21.0,2.0,0,night,624.2569785666667,6.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-14 21:57:15.160000+00:00,2024-02-14 22:38:21.324789502+00:00,12.9619245,77.7016093,21.0,2.0,0,night,41.102746491666664,12.0,Medium
unplanned,pot_holes,Low,False,Unknown,Unknown,2024-03-13 21:41:06.790000+00:00,2024-03-22 07:43:19.022387998+00:00,12.9381324,77.5566067,21.0,2.0,0,night,12122.203873133334,5.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-14 20:18:25.846000+00:00,2024-02-14 20:59:32.010789502+00:00,12.9800069,77.5704915,20.0,2.0,0,night,41.102746491666664,8.0,Low
planned,construction,High,True,Unknown,Unknown,2024-01-31 11:38:29.829000+00:00,2024-01-31 17:05:46.000000002+00:00,12.9568587,77.7012705,11.0,2.0,0,midday,327.2695166666666,16.5,High
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-14 20:39:47.920000+00:00,2024-02-14 21:20:54.084789502+00:00,12.9885543,77.5086676,20.0,2.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-14 19:55:14.514000+00:00,2024-02-14 20:36:20.678789502+00:00,12.9930505,77.6611912,19.0,2.0,0,evening_peak,41.102746491666664,11.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-14 23:23:18.637000+00:00,2024-02-14 23:49:13.075102+00:00,13.0177383,77.5573517,23.0,2.0,0,night,25.9073017,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-15 00:17:11.456000+00:00,2024-02-15 00:34:40.572363002+00:00,13.0454864,77.5020961,0.0,3.0,0,night,17.485272716666667,8.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-14 21:58:47.061000+00:00,2024-02-14 22:39:53.225789502+00:00,12.9826088,77.5682927,21.0,2.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-14 22:04:13.366000+00:00,2024-02-14 22:45:19.530789502+00:00,12.8881743,77.6401929,22.0,2.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-15 00:07:31.783000+00:00,2024-02-15 01:27:39.741586+00:00,12.9485754,77.5929669,0.0,3.0,0,night,80.1326431,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-14 20:26:41.203000+00:00,2024-02-14 21:07:47.367789502+00:00,12.9913346,77.657633,20.0,2.0,0,night,41.102746491666664,12.0,Medium
unplanned,congestion,High,False,Unknown,Unknown,2024-02-14 20:50:58.148000+00:00,2024-02-14 22:02:30.266769002+00:00,13.0409289,77.6203693,20.0,2.0,0,night,71.53531281666667,14.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-14 20:46:17.638000+00:00,2024-02-14 21:27:23.802789502+00:00,12.95609333,77.73057307,20.0,2.0,0,night,41.102746491666664,12.0,Medium
unplanned,accident,High,False,Unknown,Unknown,2024-02-15 00:22:38.571000+00:00,2024-02-15 01:04:20.864344500+00:00,13.0803177,77.5923869,0.0,3.0,0,night,41.704889075,15.0,High
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-13 22:21:38.900000+00:00,2024-03-13 22:51:07.259481002+00:00,13.1903461,77.6453381,22.0,2.0,0,night,29.472658016666667,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-14 20:57:43.812000+00:00,2024-02-14 21:38:49.976789502+00:00,12.9929252,77.6611477,20.0,2.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-13 22:36:45.126000+00:00,2024-03-13 23:09:08.070091002+00:00,13.0041761,77.5537173,22.0,2.0,0,night,32.38240151666667,8.0,Low
planned,construction,High,False,Unknown,Unknown,2024-02-15 00:24:57.190000+00:00,2024-02-15 04:35:46+00:00,13.0515065,77.5941215,0.0,3.0,0,night,250.8135,10.0,Medium
unplanned,water_logging,High,False,Unknown,Unknown,2024-03-13 23:11:18.477000+00:00,2024-03-16 12:39:38.322295002+00:00,12.9275026,77.6213985,23.0,2.0,0,night,3688.3307549166666,14.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-13 20:45:48.628000+00:00,2024-03-13 21:26:54.792789502+00:00,13.1194517,77.6092717,20.0,2.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-13 21:08:13.780000+00:00,2024-03-13 21:49:19.944789502+00:00,12.9722052,77.5871331,21.0,2.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-13 20:42:16.946000+00:00,2024-03-13 21:23:23.110789502+00:00,13.0400959,77.5185915,20.0,2.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-13 21:33:40.967000+00:00,2024-03-13 22:14:47.131789502+00:00,13.068756,77.4485348,21.0,2.0,0,night,41.102746491666664,8.0,Low
unplanned,water_logging,High,False,Unknown,Unknown,2024-03-13 23:13:06.919000+00:00,2024-03-16 12:41:26.764295002+00:00,12.9274662,77.6213701,23.0,2.0,0,night,3688.3307549166666,14.0,Medium
unplanned,vehicle_breakdown,Low,True,Unknown,Unknown,2024-02-14 23:17:04.194000+00:00,2024-02-15 01:27:55.691764002+00:00,12.9654216,77.6175057,23.0,2.0,0,night,130.85829606666667,13.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-15 00:35:20.275000+00:00,2024-02-15 01:18:05.761220998+00:00,12.96594,77.6253299,0.0,3.0,0,night,42.75810368333334,8.0,Low
unplanned,water_logging,High,False,Unknown,Unknown,2024-02-15 01:52:04.383000+00:00,2024-02-17 15:20:24.228295002+00:00,12.9501557,77.6992408,1.0,3.0,0,night,3688.3307549166666,14.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 01:37:19.806000+00:00,2024-02-15 01:39:31.518256998+00:00,12.9632557,77.6414175,1.0,3.0,0,night,2.195204283333333,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 02:19:56.462000+00:00,2024-02-15 03:01:02.626789502+00:00,12.9521846,77.5406402,2.0,3.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-15 02:36:40.832000+00:00,2024-02-15 03:17:46.996789502+00:00,12.9824684,77.5641294,2.0,3.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 01:15:21.743000+00:00,2024-02-15 01:56:27.907789502+00:00,13.0352563,77.5411118,1.0,3.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-13 23:35:15.157000+00:00,2024-03-13 23:38:25.511387998+00:00,13.0292483,77.5709898,23.0,2.0,0,night,3.172573133333333,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 00:59:54.004000+00:00,2024-02-15 01:41:00.168789502+00:00,12.9906259,77.656164,0.0,3.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-13 21:43:57.189000+00:00,2024-03-13 22:25:03.353789502+00:00,12.9567177,77.5489711,21.0,2.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-13 23:13:46.586000+00:00,2024-03-13 23:54:52.750789502+00:00,12.9074412,77.585744,23.0,2.0,0,night,41.102746491666664,12.0,Medium
unplanned,others,High,False,Unknown,Unknown,2024-03-14 00:32:18.080000+00:00,2024-03-14 07:28:26.298143498+00:00,13.0428689,77.5128114,0.0,3.0,0,night,416.1369690583333,9.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 05:04:00.888000+00:00,2024-02-15 07:10:04.366231002+00:00,12.9959916,77.6672023,5.0,3.0,0,night,126.05797051666667,12.0,Medium
unplanned,construction,High,False,Unknown,Unknown,2024-02-15 05:02:49.155000+00:00,2024-02-15 17:09:22.142999999+00:00,13.0381048,77.6260534,5.0,3.0,0,night,726.5498,10.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 04:35:02.373000+00:00,2024-02-15 05:40:15.877984998+00:00,12.9843255,77.6412465,4.0,3.0,0,night,65.22508308333333,12.0,Medium
unplanned,vehicle_breakdown,Low,True,Unknown,Unknown,2024-02-15 05:26:48.650000+00:00,2024-02-15 06:07:54.814789502+00:00,13.053298,77.7618949,5.0,3.0,0,night,41.102746491666664,13.0,Medium
unplanned,congestion,High,False,Unknown,Unknown,2024-02-15 04:54:34.862000+00:00,2024-02-15 06:06:06.980769002+00:00,13.0443116,77.5829424,4.0,3.0,0,night,71.53531281666667,14.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 04:34:58.444000+00:00,2024-02-15 05:43:30.920476+00:00,13.0142943,77.5832533,4.0,3.0,0,night,68.5412746,12.0,Medium
unplanned,construction,High,False,Unknown,Unknown,2024-03-14 00:32:14.358000+00:00,2024-03-14 12:38:47.345999999+00:00,13.0378118,77.6266047,0.0,3.0,0,night,726.5498,10.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-13 23:32:00.533000+00:00,2024-03-14 00:13:06.697789502+00:00,13.0291861,77.571059,23.0,2.0,0,night,41.102746491666664,8.0,Low
unplanned,others,High,False,Unknown,Unknown,2024-03-14 00:37:26.823000+00:00,2024-03-14 07:33:35.041143498+00:00,13.0428378,77.5127446,0.0,3.0,0,night,416.1369690583333,9.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-14 01:28:22.049000+00:00,2024-03-14 02:17:12.624657002+00:00,12.960562,77.5042188,1.0,3.0,0,night,48.842927616666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-14 01:34:09.642000+00:00,2024-03-14 01:59:29.094865998+00:00,13.0065682,77.5838844,1.0,3.0,0,night,25.324214433333335,12.0,Medium
unplanned,pot_holes,High,False,Unknown,Unknown,2024-03-14 01:05:15.427000+00:00,2024-03-29 19:54:57.584264998+00:00,12.9766535,77.6017105,1.0,3.0,0,night,22729.702621083336,9.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-15 06:56:52.957000+00:00,2024-02-15 07:02:30.906901+00:00,12.900384,77.5858132,6.0,3.0,0,night,5.6324983500000005,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 03:41:03.207000+00:00,2024-02-15 04:22:09.371789502+00:00,13.0143856,77.5832232,3.0,3.0,0,night,41.102746491666664,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 04:05:41.652000+00:00,2024-02-15 04:46:47.816789502+00:00,13.040713,77.5177801,4.0,3.0,0,night,41.102746491666664,12.0,Medium
unplanned,congestion,High,False,Unknown,Unknown,2024-02-15 04:20:28.172000+00:00,2024-02-15 05:32:00.290769002+00:00,13.0412357,77.6196058,4.0,3.0,0,night,71.53531281666667,14.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 06:32:51.050000+00:00,2024-02-15 06:53:20.508783002+00:00,13.0436325,77.5533837,6.0,3.0,0,night,20.49097971666667,12.0,Medium
unplanned,others,Low,False,Unknown,Unknown,2024-02-15 06:47:42.853000+00:00,2024-02-15 13:43:51.071143498+00:00,12.9848373,77.5748703,6.0,3.0,0,night,416.1369690583333,5.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 08:00:06.906000+00:00,2024-02-15 08:41:13.070789502+00:00,13.0174194,77.6297846,8.0,3.0,0,morning_peak,41.102746491666664,15.0,High
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 11:23:35.196000+00:00,2024-02-15 12:04:41.360789502+00:00,12.9606992,77.7015009,11.0,3.0,0,midday,41.102746491666664,13.5,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-14 01:50:51.813000+00:00,2024-03-14 02:13:24.325854+00:00,12.9320791,77.5414884,1.0,3.0,0,night,22.541880900000002,12.0,Medium
unplanned,pot_holes,High,False,Unknown,Unknown,2024-03-14 02:51:19.328000+00:00,2024-04-11 20:54:43.158947+00:00,12.9725365,77.5942493,2.0,3.0,0,night,41403.397182450004,9.0,Low
unplanned,pot_holes,High,False,Unknown,Unknown,2024-03-14 04:30:19.082000+00:00,2024-03-18 02:57:57.303377+00:00,13.001119,77.5839711,4.0,3.0,0,night,5667.63702295,9.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-14 02:28:25.277000+00:00,2024-03-14 03:09:31.441789502+00:00,12.9753798,77.6259183,2.0,3.0,0,night,41.102746491666664,12.0,Medium
planned,construction,Low,True,Unknown,Unknown,2024-02-15 12:48:08.210000+00:00,2024-02-15 12:48:45.999999998+00:00,13.0504812,77.4909712,12.0,3.0,0,midday,0.6298333333333334,12.5,Medium
unplanned,construction,High,True,Unknown,Unknown,2024-03-14 04:37:18.571000+00:00,2024-03-14 16:43:51.558999999+00:00,13.0378143,77.6266146,4.0,3.0,0,night,726.5498,15.0,High
unplanned,pot_holes,Low,False,Unknown,Unknown,2024-03-14 04:45:59.068000+00:00,2024-03-22 14:48:11.300387998+00:00,12.9903101,77.7137328,4.0,3.0,0,night,12122.203873133334,5.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-14 05:00:59.197000+00:00,2024-03-14 05:09:13.736810002+00:00,12.9891602,77.5068983,5.0,3.0,0,night,8.242330166666667,12.0,Medium
unplanned,others,Low,False,Unknown,Unknown,2024-03-14 05:17:00.764000+00:00,2024-03-14 12:13:08.982143498+00:00,13.056255,77.47676,5.0,3.0,0,night,416.1369690583333,5.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-14 05:48:54.486000+00:00,2024-03-14 07:03:36.096337002+00:00,13.0357448,77.7353443,5.0,3.0,0,night,74.69350561666667,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 12:11:35.247000+00:00,2024-02-15 12:52:41.411789502+00:00,13.0387694,77.5896237,12.0,3.0,0,midday,41.102746491666664,13.5,Medium
planned,construction,Low,True,Unknown,Unknown,2024-02-15 13:04:14.165000+00:00,2024-02-15 15:04:45.999999997+00:00,13.0537346,77.48854,13.0,3.0,0,midday,120.53058333333334,12.5,Medium
unplanned,construction,Low,False,Unknown,Unknown,2024-02-15 19:12:28.072000+00:00,2024-02-16 07:19:01.059999999+00:00,12.9362816,77.7053399,19.0,3.0,0,evening_peak,726.5498,9.0,Low
planned,construction,High,False,Unknown,Unknown,2024-02-15 19:11:58.821000+00:00,2024-02-16 10:05:46.000000002+00:00,12.969468,77.7007118,19.0,3.0,0,evening_peak,893.7863166666666,13.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 12:05:34.598000+00:00,2024-02-15 12:46:40.762789502+00:00,13.0386615,77.5896061,12.0,3.0,0,midday,41.102746491666664,13.5,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-15 19:29:35.977000+00:00,2024-02-15 19:50:45.219332998+00:00,13.1834435,77.6797495,19.0,3.0,0,evening_peak,21.15403888333333,11.0,Medium
unplanned,pot_holes,Low,False,Unknown,Unknown,2024-03-14 06:10:51.364000+00:00,2024-03-22 16:13:03.596387998+00:00,12.9930077,77.6094781,6.0,3.0,0,night,12122.203873133334,5.0,Low
planned,construction,Low,False,Unknown,Unknown,2024-03-12 05:56:43.641000+00:00,2024-03-14 05:56:46.000000002+00:00,13.0489059,77.6454803,5.0,1.0,0,night,2880.0393166666668,6.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 19:38:55.286000+00:00,2024-02-15 19:57:49.993764998+00:00,13.0366572,77.5243125,19.0,3.0,0,evening_peak,18.911796083333336,15.0,High
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-03-14 06:49:33.952000+00:00,2024-03-14 07:30:40.116789502+00:00,12.9998719,77.5950313,6.0,3.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-15 19:51:01.060000+00:00,2024-02-15 20:06:55.395872998+00:00,13.019521,77.7087876,19.0,3.0,0,evening_peak,15.905597883333334,11.0,Medium
unplanned,others,High,True,Unknown,Unknown,2024-02-15 19:59:28.127000+00:00,2024-02-16 02:55:36.345143498+00:00,13.0499141,77.5927599,19.0,3.0,0,evening_peak,416.1369690583333,17.0,High
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-15 21:09:32.663000+00:00,2024-02-15 21:28:17.278662998+00:00,12.9599092,77.504205,21.0,3.0,0,night,18.743594383333335,8.0,Low
unplanned,water_logging,Low,False,North Zone 2,BagalakunteCrossJunction,2023-12-31 01:27:17.554000+00:00,2024-02-15 19:50:14.269438+00:00,13.0599577,77.5067828,1.0,6.0,1,night,67342.9452573,10.0,Medium
planned,construction,Low,False,Unknown,Unknown,2024-02-15 21:54:28.907000+00:00,2024-02-16 01:55:45.999999998+00:00,12.9170417,77.579445,21.0,3.0,0,night,241.28488333333334,6.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 23:16:09.704000+00:00,2024-02-15 23:46:22.140228998+00:00,13.0355923,77.5263597,23.0,3.0,0,night,30.207270483333332,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-15 22:36:34.009000+00:00,2024-02-16 00:44:59.115935998+00:00,12.9929641,77.5951316,22.0,3.0,0,night,128.41844893333334,8.0,Low
unplanned,congestion,High,False,Unknown,Unknown,2024-02-16 01:05:42.295000+00:00,2024-02-16 02:32:48.471002002+00:00,13.0411065,77.617027,1.0,4.0,0,night,87.10293336666668,14.0,Medium
unplanned,pot_holes,Low,False,Unknown,Unknown,2024-02-15 22:09:29.493000+00:00,2024-02-16 22:58:31.119742998+00:00,12.969761,77.7501885,22.0,3.0,0,night,1489.0271123833334,5.0,Low
unplanned,pot_holes,Low,False,Unknown,Unknown,2024-02-15 22:08:12.780000+00:00,2024-02-16 22:58:35.200471002+00:00,12.9698642,77.7500164,22.0,3.0,0,night,1490.3736745166668,5.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-15 23:55:03.552000+00:00,2024-02-16 00:36:09.716789502+00:00,13.1006196,77.5815296,23.0,3.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-16 01:10:53.638000+00:00,2024-02-16 01:43:23.844694+00:00,13.0073126,77.6624143,1.0,4.0,0,night,32.5034449,12.0,Medium
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-16 00:04:30.679000+00:00,2024-02-16 00:45:36.843789502+00:00,12.9415287,77.7471451,0.0,4.0,0,night,41.102746491666664,8.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-16 00:50:03.031000+00:00,2024-02-16 01:31:09.195789502+00:00,13.0380857,77.6260768,0.0,4.0,0,night,41.102746491666664,12.0,Medium
unplanned,road_conditions,High,False,Unknown,Unknown,2024-02-16 00:29:13.352000+00:00,2024-03-06 23:04:26.979543002+00:00,12.9736979,77.5993387,0.0,4.0,0,night,28715.22712571667,11.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-16 01:13:43.815000+00:00,2024-02-16 02:20:39.525741+00:00,13.0018232,77.6791257,1.0,4.0,0,night,66.92851234999999,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-14 07:32:36.050000+00:00,2024-03-14 08:13:42.214789502+00:00,13.0231113,77.5847437,7.0,3.0,0,night,41.102746491666664,12.0,Medium
unplanned,pot_holes,Low,False,Unknown,Unknown,2024-02-15 22:08:12.780000+00:00,2024-02-16 22:58:33.200863998+00:00,12.9698642,77.7500164,22.0,3.0,0,night,1490.3403477333334,5.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 19:13:05.224000+00:00,2024-02-15 19:54:11.388789502+00:00,13.0463132,77.591128,19.0,3.0,0,evening_peak,41.102746491666664,15.0,High
unplanned,pot_holes,High,False,Unknown,CMP GateJunc,2024-01-25 19:45:53.083000+00:00,2024-02-16 01:21:47.046164002+00:00,12.957724,77.6059638,19.0,3.0,0,evening_peak,30575.899386066667,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 21:58:31.201000+00:00,2024-02-15 22:39:37.365789502+00:00,12.9857006,77.5978064,21.0,3.0,0,night,41.102746491666664,12.0,Medium
planned,construction,Low,False,Unknown,Unknown,2024-02-15 22:03:49.040000+00:00,2024-02-16 10:10:22.027999999+00:00,12.9170961,77.5793812,22.0,3.0,0,night,726.5498,6.0,Low
unplanned,pot_holes,High,False,Central Zone 1,CMP GateJunc,2023-12-27 19:26:09.134000+00:00,2024-02-16 01:21:49.899579998+00:00,12.9574747,77.6058578,19.0,2.0,0,evening_peak,72355.67942633334,12.0,Medium
unplanned,pot_holes,High,False,Central Zone 1,CMP GateJunc,2023-12-27 19:17:29.212000+00:00,2024-02-16 01:21:52.413169+00:00,12.9581539,77.6060706,19.0,2.0,0,evening_peak,72364.38668615,12.0,Medium
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-03-14 04:38:31.721000+00:00,2024-03-14 05:19:37.885789502+00:00,12.9616631,77.5604953,4.0,3.0,0,night,41.102746491666664,12.0,Medium
unplanned,road_conditions,Low,False,Unknown,Unknown,2024-02-16 03:40:03.074000+00:00,2024-02-22 13:36:22.402547498+00:00,13.0275023,77.6619029,3.0,4.0,0,night,9236.322142458333,7.0,Low
unplanned,road_conditions,Low,False,Unknown,Unknown,2024-02-16 03:41:29.209000+00:00,2024-02-22 13:37:48.537547498+00:00,13.0275017,77.6618648,3.0,4.0,0,night,9236.322142458333,7.0,Low
unplanned,vehicle_breakdown,Low,False,Unknown,Unknown,2024-02-16 03:21:30.528000+00:00,2024-02-16 04:02:36.692789502+00:00,13.0246424,77.6594326,3.0,4.0,0,night,41.102746491666664,8.0,Low
unplanned,others,High,False,Unknown,Unknown,2024-02-16 03:57:04.593000+00:00,2024-02-16 05:56:37.404262002+00:00,12.9124406,77.4851732,3.0,4.0,0,night,119.54685436666666,9.0,Low
unplanned,others,Low,False,Unknown,Unknown,2024-02-16 03:55:59.390000+00:00,2024-03-01 00:23:54.889878998+00:00,13.0977963,77.5632888,3.0,4.0,0,night,19947.924997983333,5.0,Low
unplanned,vehicle_breakdown,High,False,Unknown,Unknown,2024-02-15 19:10:46.743000+00:00,2024-02-15 19:51:52.907789502+00:00,12.9730514,77.5384555,19.0,3.0,0,evening_peak,41.102746491666664,15.0,High
